Tweet,Etiket,Alt Etiket,CONTEXT_INPUT
"kktc cumhuriyet meclisi başkan yardımcısı töre ""rum zihniyetiyle siyasi eşitlik düzeyinde bir anlaşmaya varmamız mümkün değil"" haberin devamı için tıklayın...",1,etnik,"sayısız kez yazdım tekrar edeyim. benim ermeni rum yahudi hristiyan hiçbir vatandaşımızla sorunum yoktur. bunu yaparsam gayrimüslim arkadaşlarıma ihanet etmiş olurum. kimliğini inkar eden taşnak siyon pontus ve pakradunilerdir bu ülkede sorun çıkarıp bekamızı tehdit edenler [SEP] kktc cumhuriyet meclisi başkan yardımcısı töre ""rum zihniyetiyle siyasi eşitlik düzeyinde bir anlaşmaya varmamız mümkün değil"" haberin devamı için tıklayın..."
reis bm genel kurulunda suudi'lere israil'e rumlara ermenilere keşmir sorunu'na pkk ve ypg'ye kötü daldı be yaa...,1,etnik,"kktc cumhuriyet meclisi başkan yardımcısı töre ""rum zihniyetiyle siyasi eşitlik düzeyinde bir anlaşmaya varmamız mümkün değil"" haberin devamı için tıklayın... [SEP] reis bm genel kurulunda suudi'lere israil'e rumlara ermenilere keşmir sorunu'na pkk ve ypg'ye kötü daldı be yaa..."
tebrikler sayın başkan bm konuşmanızda sandalyelerini popoları ile sağa sola çekmeye çalışarak şirin gözükmeye çalışan katil siyonist israil ve uşağı suudiler ve de ermeni ve rum'ları gömmenizden dolayı,1,etnik,reis bm genel kurulunda suudi'lere israil'e rumlara ermenilere keşmir sorunu'na pkk ve ypg'ye kötü daldı be yaa... [SEP] tebrikler sayın başkan bm konuşmanızda sandalyelerini popoları ile sağa sola çekmeye çalışarak şirin gözükmeye çalışan katil siyonist israil ve uşağı suudiler ve de ermeni ve rum'ları gömmenizden dolayı
erdoğan kıbrıs meselesi rum tarafının uzlaşmaz tavrı nedeniyle çözülemedi. türkiye'kıbrıs ta garantördür yunanistan garantördür ingiltere garantördür,2,,tebrikler sayın başkan bm konuşmanızda sandalyelerini popoları ile sağa sola çekmeye çalışarak şirin gözükmeye çalışan katil siyonist israil ve uşağı suudiler ve de ermeni ve rum'ları gömmenizden dolayı [SEP] erdoğan kıbrıs meselesi rum tarafının uzlaşmaz tavrı nedeniyle çözülemedi. türkiye'kıbrıs ta garantördür yunanistan garantördür ingiltere garantördür
cumhurbaşkanımız bm genel kurulunda yargı dağıtıyor... kırbacı çıkarmış bir israil'e koyuyor bir abd'ye bir mısır'a bir kıbrıs rum kesimine. #ourvoiceerdogan,2,,erdoğan kıbrıs meselesi rum tarafının uzlaşmaz tavrı nedeniyle çözülemedi. türkiye'kıbrıs ta garantördür yunanistan garantördür ingiltere garantördür [SEP] cumhurbaşkanımız bm genel kurulunda yargı dağıtıyor... kırbacı çıkarmış bir israil'e koyuyor bir abd'ye bir mısır'a bir kıbrıs rum kesimine. #ourvoiceerdogan
cb erdoğan bmgk'da konuşuyor kıbrıs rum tarafının uzlaşmaz tavrı nedeniyle 50 yıldır çözüme kavuşamadı. doğu akdeniz'deki enerji kaynakları konusunda hem türkiye'nin hem de kıbrıs halkının haklarını sonuna kadar koruyacağız. kaşıkçı cinayeti konusunu da takip edeceğiz,2,,cumhurbaşkanımız bm genel kurulunda yargı dağıtıyor... kırbacı çıkarmış bir israil'e koyuyor bir abd'ye bir mısır'a bir kıbrıs rum kesimine. #ourvoiceerdogan [SEP] cb erdoğan bmgk'da konuşuyor kıbrıs rum tarafının uzlaşmaz tavrı nedeniyle 50 yıldır çözüme kavuşamadı. doğu akdeniz'deki enerji kaynakları konusunda hem türkiye'nin hem de kıbrıs halkının haklarını sonuna kadar koruyacağız. kaşıkçı cinayeti konusunu da takip edeceğiz
"cumhurbaşkanı recep tayyip erdoğan ""kıbrıs meselesi çözüme kavuşamamıştır. rum tarafı adaletsiz bir siyaset izliyor"" dedi.",2,,"cb erdoğan bmgk'da konuşuyor kıbrıs rum tarafının uzlaşmaz tavrı nedeniyle 50 yıldır çözüme kavuşamadı. doğu akdeniz'deki enerji kaynakları konusunda hem türkiye'nin hem de kıbrıs halkının haklarını sonuna kadar koruyacağız. kaşıkçı cinayeti konusunu da takip edeceğiz [SEP] cumhurbaşkanı recep tayyip erdoğan ""kıbrıs meselesi çözüme kavuşamamıştır. rum tarafı adaletsiz bir siyaset izliyor"" dedi."
kıbrıs sorunun 50 yıldan beridir çözülememesinin sebebinin rum tarafının tutumu olduğunu söyledi. doğu akdeniz'deki doğalgaz aramasının kazan kazan şeklinde bir metodu söyledi. haklarımızı sonuna kadar savunacağız dedi.,2,,"cumhurbaşkanı recep tayyip erdoğan ""kıbrıs meselesi çözüme kavuşamamıştır. rum tarafı adaletsiz bir siyaset izliyor"" dedi. [SEP] kıbrıs sorunun 50 yıldan beridir çözülememesinin sebebinin rum tarafının tutumu olduğunu söyledi. doğu akdeniz'deki doğalgaz aramasının kazan kazan şeklinde bir metodu söyledi. haklarımızı sonuna kadar savunacağız dedi."
erdoğan'ın şu ana kadar konuşmasının ana ekseni doğal olarak göç ve suriyeliler meselesi. hah geldik doğu akdeniz meselesine... kıbrıs meselesini çözmemiz gerektiğini söylüyor. rum tarafına da çakıyor doğal olarak.,2,,kıbrıs sorunun 50 yıldan beridir çözülememesinin sebebinin rum tarafının tutumu olduğunu söyledi. doğu akdeniz'deki doğalgaz aramasının kazan kazan şeklinde bir metodu söyledi. haklarımızı sonuna kadar savunacağız dedi. [SEP] erdoğan'ın şu ana kadar konuşmasının ana ekseni doğal olarak göç ve suriyeliler meselesi. hah geldik doğu akdeniz meselesine... kıbrıs meselesini çözmemiz gerektiğini söylüyor. rum tarafına da çakıyor doğal olarak.
dünyada 2 tane ermeni 3 tane rum 5 tane yahudi 10 tane hristiyan ölse birleşmiş milletler hemen ayağa kalkardı... yıllardır her gün müslüman ölüyor ama kimsenin umrunda değil...,2,,erdoğan'ın şu ana kadar konuşmasının ana ekseni doğal olarak göç ve suriyeliler meselesi. hah geldik doğu akdeniz meselesine... kıbrıs meselesini çözmemiz gerektiğini söylüyor. rum tarafına da çakıyor doğal olarak. [SEP] dünyada 2 tane ermeni 3 tane rum 5 tane yahudi 10 tane hristiyan ölse birleşmiş milletler hemen ayağa kalkardı... yıllardır her gün müslüman ölüyor ama kimsenin umrunda değil...
"gkry lideri ""kıbrıs yunandır"" temalı konuşmasını eleştiren kktc cumhurbaşkanı akıncı rum basını tarafından açık hedef haline getirildi. ada'da türklerin eşitliğinin mümkün olamayacağı görüşünü savunan rum basını ""küçük bir azınlık şeklinde kalacağı"" sanrısını inatla sürdürdü.",2,,"dünyada 2 tane ermeni 3 tane rum 5 tane yahudi 10 tane hristiyan ölse birleşmiş milletler hemen ayağa kalkardı... yıllardır her gün müslüman ölüyor ama kimsenin umrunda değil... [SEP] gkry lideri ""kıbrıs yunandır"" temalı konuşmasını eleştiren kktc cumhurbaşkanı akıncı rum basını tarafından açık hedef haline getirildi. ada'da türklerin eşitliğinin mümkün olamayacağı görüşünü savunan rum basını ""küçük bir azınlık şeklinde kalacağı"" sanrısını inatla sürdürdü."
dışişleri bakanımız sn. rum dışişleri bakanına bm binasında haddini bildirirken,2,,"gkry lideri ""kıbrıs yunandır"" temalı konuşmasını eleştiren kktc cumhurbaşkanı akıncı rum basını tarafından açık hedef haline getirildi. ada'da türklerin eşitliğinin mümkün olamayacağı görüşünü savunan rum basını ""küçük bir azınlık şeklinde kalacağı"" sanrısını inatla sürdürdü. [SEP] dışişleri bakanımız sn. rum dışişleri bakanına bm binasında haddini bildirirken"
siz ancak tinerci dersiniz 2 yıllık tarihi olan takım dersiniz biz ise size şikeci deriz fetöcü deriz rum deriz fransız deriz maklubeci deriz gavur tohumu deriz sizin efsaneniz fethullah gülen adlı kansız ve zekeriya öz denen piç kurusu bizim efsanemiz seba ve baba hakkı'dır,1,"etnik,dini",dışişleri bakanımız sn. rum dışişleri bakanına bm binasında haddini bildirirken [SEP] siz ancak tinerci dersiniz 2 yıllık tarihi olan takım dersiniz biz ise size şikeci deriz fetöcü deriz rum deriz fransız deriz maklubeci deriz gavur tohumu deriz sizin efsaneniz fethullah gülen adlı kansız ve zekeriya öz denen piç kurusu bizim efsanemiz seba ve baba hakkı'dır
koskoca 2 yıllık tarihimiz olduğunu söyleyen rum ve fransız tohumları sizin gibi şikeli şaibeli geçmişimiz yok en azından son 10 yılda en çok ülke puanı getiren takımız haram kupası olmayan takımız,1,etnik,siz ancak tinerci dersiniz 2 yıllık tarihi olan takım dersiniz biz ise size şikeci deriz fetöcü deriz rum deriz fransız deriz maklubeci deriz gavur tohumu deriz sizin efsaneniz fethullah gülen adlı kansız ve zekeriya öz denen piç kurusu bizim efsanemiz seba ve baba hakkı'dır [SEP] koskoca 2 yıllık tarihimiz olduğunu söyleyen rum ve fransız tohumları sizin gibi şikeli şaibeli geçmişimiz yok en azından son 10 yılda en çok ülke puanı getiren takımız haram kupası olmayan takımız
çavuşoğlu'dan rum bakana anında cevap,2,,koskoca 2 yıllık tarihimiz olduğunu söyleyen rum ve fransız tohumları sizin gibi şikeli şaibeli geçmişimiz yok en azından son 10 yılda en çok ülke puanı getiren takımız haram kupası olmayan takımız [SEP] çavuşoğlu'dan rum bakana anında cevap
rum lider anastasiadis türkiye'nin garantörlüğü kalksın adadan tsk askerleri çıksın türkiye doğu akdeniz'den çekilsin ön şartlarımız bunlar kabul ederseniz müzakerelere başlayabiliriz diyor. eşitlik olmaz buna da karşı... #anlayana #kktc hala federasyonda ısrarcısıyız...,2,,çavuşoğlu'dan rum bakana anında cevap [SEP] rum lider anastasiadis türkiye'nin garantörlüğü kalksın adadan tsk askerleri çıksın türkiye doğu akdeniz'den çekilsin ön şartlarımız bunlar kabul ederseniz müzakerelere başlayabiliriz diyor. eşitlik olmaz buna da karşı... #anlayana #kktc hala federasyonda ısrarcısıyız...
yani benim anlatmak istediğim türk'ün kürdün rum'un çerkes'in bulgar'ın vs geçmişini bu kadar kolay satması. müslüman olabilirsin ama atadan dededen müslüman gibi dolaşman anlatabildim mi sana bunun için neden hürmet edeyim davar insan sen de bir insansın sonuçta,2,,rum lider anastasiadis türkiye'nin garantörlüğü kalksın adadan tsk askerleri çıksın türkiye doğu akdeniz'den çekilsin ön şartlarımız bunlar kabul ederseniz müzakerelere başlayabiliriz diyor. eşitlik olmaz buna da karşı... #anlayana #kktc hala federasyonda ısrarcısıyız... [SEP] yani benim anlatmak istediğim türk'ün kürdün rum'un çerkes'in bulgar'ın vs geçmişini bu kadar kolay satması. müslüman olabilirsin ama atadan dededen müslüman gibi dolaşman anlatabildim mi sana bunun için neden hürmet edeyim davar insan sen de bir insansın sonuçta
rum bakan bm'de hadsizlik yapınca çavuşoğlu ayarı verdi!,2,,yani benim anlatmak istediğim türk'ün kürdün rum'un çerkes'in bulgar'ın vs geçmişini bu kadar kolay satması. müslüman olabilirsin ama atadan dededen müslüman gibi dolaşman anlatabildim mi sana bunun için neden hürmet edeyim davar insan sen de bir insansın sonuçta [SEP] rum bakan bm'de hadsizlik yapınca çavuşoğlu ayarı verdi!
asıl abdestsiz olan önüne gelen karıyı kılıç zoruyla hareme tıkıp don paça saray dehlizlerinde kadın peşinde koşan osmanlı hanedanı ermeni yahudi rum pontus kadınlardan doğan ecdadım dediğin osmanlı'nın ta kendisidir,2,,rum bakan bm'de hadsizlik yapınca çavuşoğlu ayarı verdi! [SEP] asıl abdestsiz olan önüne gelen karıyı kılıç zoruyla hareme tıkıp don paça saray dehlizlerinde kadın peşinde koşan osmanlı hanedanı ermeni yahudi rum pontus kadınlardan doğan ecdadım dediğin osmanlı'nın ta kendisidir
çavuşoğlu ve rum bakan arasında kıbrıs'ta federasyon tartışması,2,,asıl abdestsiz olan önüne gelen karıyı kılıç zoruyla hareme tıkıp don paça saray dehlizlerinde kadın peşinde koşan osmanlı hanedanı ermeni yahudi rum pontus kadınlardan doğan ecdadım dediğin osmanlı'nın ta kendisidir [SEP] çavuşoğlu ve rum bakan arasında kıbrıs'ta federasyon tartışması
mithat sancar başkanlığındaki heyetimiz kayyım darbesi demokratik anayasa demokrasi ittifakı yargı paketi konularında abf pir sultan abdal kültür derneği ve hacı bektaş veli anadolu kültür vakfını ziyaret etti. alevi halkının talepleri taleplerimizdir.,2,,çavuşoğlu ve rum bakan arasında kıbrıs'ta federasyon tartışması [SEP] mithat sancar başkanlığındaki heyetimiz kayyım darbesi demokratik anayasa demokrasi ittifakı yargı paketi konularında abf pir sultan abdal kültür derneği ve hacı bektaş veli anadolu kültür vakfını ziyaret etti. alevi halkının talepleri taleplerimizdir.
meclis başkan vekilimiz mithat sancar başkanlığındaki heyetimiz kayyım darbesi başta olmak üzere yargı paketi demokrasi ittifakı ve demokratik anayasa görüşmelerimiz kapsamında alevi bektaşi federasyonu ve pir sultan abdal kültür derneği temsilcileri ile bir araya geldi.,2,,mithat sancar başkanlığındaki heyetimiz kayyım darbesi demokratik anayasa demokrasi ittifakı yargı paketi konularında abf pir sultan abdal kültür derneği ve hacı bektaş veli anadolu kültür vakfını ziyaret etti. alevi halkının talepleri taleplerimizdir. [SEP] meclis başkan vekilimiz mithat sancar başkanlığındaki heyetimiz kayyım darbesi başta olmak üzere yargı paketi demokrasi ittifakı ve demokratik anayasa görüşmelerimiz kapsamında alevi bektaşi federasyonu ve pir sultan abdal kültür derneği temsilcileri ile bir araya geldi.
örnek önüme düştü. bakın eski bir alevi subayımız ömer adına kinini kusmuş. ayrımcılık budur,1,dini,meclis başkan vekilimiz mithat sancar başkanlığındaki heyetimiz kayyım darbesi başta olmak üzere yargı paketi demokrasi ittifakı ve demokratik anayasa görüşmelerimiz kapsamında alevi bektaşi federasyonu ve pir sultan abdal kültür derneği temsilcileri ile bir araya geldi. [SEP] örnek önüme düştü. bakın eski bir alevi subayımız ömer adına kinini kusmuş. ayrımcılık budur
tüm binamız sokağımız ve mahallemiz alevi ama aşure yok. inanabiliyor musunuz ya? birazdan alt komşu hatice teyzeyi ve diğer mahalle sakinlerimizi derhal aşure yapmaları konusunda uyaracağım.,2,,örnek önüme düştü. bakın eski bir alevi subayımız ömer adına kinini kusmuş. ayrımcılık budur [SEP] tüm binamız sokağımız ve mahallemiz alevi ama aşure yok. inanabiliyor musunuz ya? birazdan alt komşu hatice teyzeyi ve diğer mahalle sakinlerimizi derhal aşure yapmaları konusunda uyaracağım.
sünni kardeşlerimizin kadir gecesi'nde orucunu tutuyorum alevi kardeşlerimizin 10. gününde oruç tutuyorum. kimse kırılmasın hak geçmesin. yalnız bu oruç baya zormuş su et falan yok,2,,tüm binamız sokağımız ve mahallemiz alevi ama aşure yok. inanabiliyor musunuz ya? birazdan alt komşu hatice teyzeyi ve diğer mahalle sakinlerimizi derhal aşure yapmaları konusunda uyaracağım. [SEP] sünni kardeşlerimizin kadir gecesi'nde orucunu tutuyorum alevi kardeşlerimizin 10. gününde oruç tutuyorum. kimse kırılmasın hak geçmesin. yalnız bu oruç baya zormuş su et falan yok
alevi aşura töreni alevi ashura ceremony,2,,sünni kardeşlerimizin kadir gecesi'nde orucunu tutuyorum alevi kardeşlerimizin 10. gününde oruç tutuyorum. kimse kırılmasın hak geçmesin. yalnız bu oruç baya zormuş su et falan yok [SEP] alevi aşura töreni alevi ashura ceremony
ateşte de olay pire mi deve mi onu seçemiyorum saman alevi sönene kadar dkskkddkdjdks,2,,alevi aşura töreni alevi ashura ceremony [SEP] ateşte de olay pire mi deve mi onu seçemiyorum saman alevi sönene kadar dkskkddkdjdks
bu akşam binlerce cemevinde sevgili peygamberimizin torunu hz. hüseyin ve yanındakilerin kerbela'da şehit edilmelerinden dolayı matem törenleri düzenleniyor. milyonlarca alevi ile birlikte ben de bir sünni ailenin evladı olarak okunan ağıtlara katılacağım.,2,,ateşte de olay pire mi deve mi onu seçemiyorum saman alevi sönene kadar dkskkddkdjdks [SEP] bu akşam binlerce cemevinde sevgili peygamberimizin torunu hz. hüseyin ve yanındakilerin kerbela'da şehit edilmelerinden dolayı matem törenleri düzenleniyor. milyonlarca alevi ile birlikte ben de bir sünni ailenin evladı olarak okunan ağıtlara katılacağım.
hani bir alevi türküsü vardır... ağlama gönül ağlama sen ali'den yüce misin? diye. türk yargısının sahte delillerle kumpas kurulmuştur dediği yerde siz türk yargısından daha mı yücesiniz ki bu fetö kumpasını meşru görüyorsunuz?,2,,bu akşam binlerce cemevinde sevgili peygamberimizin torunu hz. hüseyin ve yanındakilerin kerbela'da şehit edilmelerinden dolayı matem törenleri düzenleniyor. milyonlarca alevi ile birlikte ben de bir sünni ailenin evladı olarak okunan ağıtlara katılacağım. [SEP] hani bir alevi türküsü vardır... ağlama gönül ağlama sen ali'den yüce misin? diye. türk yargısının sahte delillerle kumpas kurulmuştur dediği yerde siz türk yargısından daha mı yücesiniz ki bu fetö kumpasını meşru görüyorsunuz?
saman alevi sinirim online cızz,2,,hani bir alevi türküsü vardır... ağlama gönül ağlama sen ali'den yüce misin? diye. türk yargısının sahte delillerle kumpas kurulmuştur dediği yerde siz türk yargısından daha mı yücesiniz ki bu fetö kumpasını meşru görüyorsunuz? [SEP] saman alevi sinirim online cızz
şah hüseyn-i kerbela'nın baş açık abdalıyam kıblegahımdır muhammed secdegahımdır ali. şah hatayı #alevi #türküler #alevicanlar #deyişler,2,,saman alevi sinirim online cızz [SEP] şah hüseyn-i kerbela'nın baş açık abdalıyam kıblegahımdır muhammed secdegahımdır ali. şah hatayı #alevi #türküler #alevicanlar #deyişler
bu sene aşure getiren de olmadı alevi komşularımız da yapmamış candan seslendim yok bu sene yapmadım niye gıı dedim işten geliyorum yorgunum dedi #asure #pazartesi,2,,şah hüseyn-i kerbela'nın baş açık abdalıyam kıblegahımdır muhammed secdegahımdır ali. şah hatayı #alevi #türküler #alevicanlar #deyişler [SEP] bu sene aşure getiren de olmadı alevi komşularımız da yapmamış candan seslendim yok bu sene yapmadım niye gıı dedim işten geliyorum yorgunum dedi #asure #pazartesi
meclis başkan vekilimiz mithat sancar başkanlığındaki heyetimiz kayyım darbesi başta olmak üzere yargı paketi demokrasi ittifakı ve demokratik anayasa görüşmelerimiz kapsamında alevi bektaşi federasyonu ve pir sultan abdal kültür derneği temsilcileri ile bir araya geldi.,2,,bu sene aşure getiren de olmadı alevi komşularımız da yapmamış candan seslendim yok bu sene yapmadım niye gıı dedim işten geliyorum yorgunum dedi #asure #pazartesi [SEP] meclis başkan vekilimiz mithat sancar başkanlığındaki heyetimiz kayyım darbesi başta olmak üzere yargı paketi demokrasi ittifakı ve demokratik anayasa görüşmelerimiz kapsamında alevi bektaşi federasyonu ve pir sultan abdal kültür derneği temsilcileri ile bir araya geldi.
taha akyol'un şu kitabı baya iyidir. celali ve alevi isyanların salt mezhebi değil türkmenin yörüğün geçim derdi olduğunu anlatır. vergi meselesi sıkıntılı mevzu,2,,meclis başkan vekilimiz mithat sancar başkanlığındaki heyetimiz kayyım darbesi başta olmak üzere yargı paketi demokrasi ittifakı ve demokratik anayasa görüşmelerimiz kapsamında alevi bektaşi federasyonu ve pir sultan abdal kültür derneği temsilcileri ile bir araya geldi. [SEP] taha akyol'un şu kitabı baya iyidir. celali ve alevi isyanların salt mezhebi değil türkmenin yörüğün geçim derdi olduğunu anlatır. vergi meselesi sıkıntılı mevzu
bugün muharrem ayı ve kerbela bütün alevi müslüman arkadaşlarıma acılarımız aynıdır,2,,taha akyol'un şu kitabı baya iyidir. celali ve alevi isyanların salt mezhebi değil türkmenin yörüğün geçim derdi olduğunu anlatır. vergi meselesi sıkıntılı mevzu [SEP] bugün muharrem ayı ve kerbela bütün alevi müslüman arkadaşlarıma acılarımız aynıdır
temelli bir tek tanrı inancıydı bu. bu anlayış islam'dan sonra bile alttan alta sürdü geldi. alevi denilen kitle bu inancı bugünlere kadar islam ile harmanlayarak taşıdı. islam'dan çok eskidir türkler tanrı kavramına bütün milletlerden önce ulaşmışlardır.,2,,bugün muharrem ayı ve kerbela bütün alevi müslüman arkadaşlarıma acılarımız aynıdır [SEP] temelli bir tek tanrı inancıydı bu. bu anlayış islam'dan sonra bile alttan alta sürdü geldi. alevi denilen kitle bu inancı bugünlere kadar islam ile harmanlayarak taşıdı. islam'dan çok eskidir türkler tanrı kavramına bütün milletlerden önce ulaşmışlardır.
burada alevi kavramını toplumsal bir aidiyetten ziyade fikri ve hissi bir aidiyet anlamında daha geniş kapsamda kullanıyorum. bu fikri ve hissi paylaşan herkese açıktır.,2,,temelli bir tek tanrı inancıydı bu. bu anlayış islam'dan sonra bile alttan alta sürdü geldi. alevi denilen kitle bu inancı bugünlere kadar islam ile harmanlayarak taşıdı. islam'dan çok eskidir türkler tanrı kavramına bütün milletlerden önce ulaşmışlardır. [SEP] burada alevi kavramını toplumsal bir aidiyetten ziyade fikri ve hissi bir aidiyet anlamında daha geniş kapsamda kullanıyorum. bu fikri ve hissi paylaşan herkese açıktır.
hz. muhammed'den kerbela'ya kerbela'dan günümüze hak muhammet ali diyen alevi canlarımızla devletimizin devletimizle de alevi canların kucaklaşma zamanı. gelin canlar bir olalım. büyük türkiye olalım. usesam yönetim kurulu başkanı avukat psikolog sosyolog alevi dedesi müseyip erdoğmuş,2,,burada alevi kavramını toplumsal bir aidiyetten ziyade fikri ve hissi bir aidiyet anlamında daha geniş kapsamda kullanıyorum. bu fikri ve hissi paylaşan herkese açıktır. [SEP] hz. muhammed'den kerbela'ya kerbela'dan günümüze hak muhammet ali diyen alevi canlarımızla devletimizin devletimizle de alevi canların kucaklaşma zamanı. gelin canlar bir olalım. büyük türkiye olalım. usesam yönetim kurulu başkanı avukat psikolog sosyolog alevi dedesi müseyip erdoğmuş
kor bir alevi tutar iki elim hak mı bu bana?,2,,hz. muhammed'den kerbela'ya kerbela'dan günümüze hak muhammet ali diyen alevi canlarımızla devletimizin devletimizle de alevi canların kucaklaşma zamanı. gelin canlar bir olalım. büyük türkiye olalım. usesam yönetim kurulu başkanı avukat psikolog sosyolog alevi dedesi müseyip erdoğmuş [SEP] kor bir alevi tutar iki elim hak mı bu bana?
en yakın arkadaşlarımdan biri kürttü biri alevi hala severim hala isimlerini anarım semboller geçici sevelim birbirimizi ya bu kadar mı zor ben anlamıyorum! hayır illa böyle bayram şekeri gibi konuşmak zorunda mıyım! bak yine atarlandım,2,,kor bir alevi tutar iki elim hak mı bu bana? [SEP] en yakın arkadaşlarımdan biri kürttü biri alevi hala severim hala isimlerini anarım semboller geçici sevelim birbirimizi ya bu kadar mı zor ben anlamıyorum! hayır illa böyle bayram şekeri gibi konuşmak zorunda mıyım! bak yine atarlandım
alevi ve sünni çekişmesi ilk hazreti ali efendimizin şehit edilmesinden sonra büyük ivme kazanmıştır. esas çekişme peygamberin vefatı sonrası imamet konusunda çıktı abdullah bin sebe yahudisi konusu sünnilerin götünden element uydurma hadisesidir.,1,dini,en yakın arkadaşlarımdan biri kürttü biri alevi hala severim hala isimlerini anarım semboller geçici sevelim birbirimizi ya bu kadar mı zor ben anlamıyorum! hayır illa böyle bayram şekeri gibi konuşmak zorunda mıyım! bak yine atarlandım [SEP] alevi ve sünni çekişmesi ilk hazreti ali efendimizin şehit edilmesinden sonra büyük ivme kazanmıştır. esas çekişme peygamberin vefatı sonrası imamet konusunda çıktı abdullah bin sebe yahudisi konusu sünnilerin götünden element uydurma hadisesidir.
genel olarak bu gibi müdahaleler enflasyonun artmasına yol açar artan fiyatlar yine tüketicinin cebinden ödenir. para arzını arttırarak sağlanan ekonomik canlanma uzun sürmez ve saman alevi gibi parlayıp geçer.,2,,alevi ve sünni çekişmesi ilk hazreti ali efendimizin şehit edilmesinden sonra büyük ivme kazanmıştır. esas çekişme peygamberin vefatı sonrası imamet konusunda çıktı abdullah bin sebe yahudisi konusu sünnilerin götünden element uydurma hadisesidir. [SEP] genel olarak bu gibi müdahaleler enflasyonun artmasına yol açar artan fiyatlar yine tüketicinin cebinden ödenir. para arzını arttırarak sağlanan ekonomik canlanma uzun sürmez ve saman alevi gibi parlayıp geçer.
mecliste siyaset yapmanın anlamı yok. çekilin şu parlamentodan. kürt halkı sizin dönekliğiniz yüzünden direnişçiliğini kaybediyor. chp'nin kuyruğuna takılmaktan vazgeçin. yüzünüzü burjuvaziye değil ezilen halklara dönün.,0,,genel olarak bu gibi müdahaleler enflasyonun artmasına yol açar artan fiyatlar yine tüketicinin cebinden ödenir. para arzını arttırarak sağlanan ekonomik canlanma uzun sürmez ve saman alevi gibi parlayıp geçer. [SEP] mecliste siyaset yapmanın anlamı yok. çekilin şu parlamentodan. kürt halkı sizin dönekliğiniz yüzünden direnişçiliğini kaybediyor. chp'nin kuyruğuna takılmaktan vazgeçin. yüzünüzü burjuvaziye değil ezilen halklara dönün.
hz ali çok havalı alevi olsaydım keşke. hz muhammed'in bir fotosu bile yok çok çirkindi herhalde,1,dini,mecliste siyaset yapmanın anlamı yok. çekilin şu parlamentodan. kürt halkı sizin dönekliğiniz yüzünden direnişçiliğini kaybediyor. chp'nin kuyruğuna takılmaktan vazgeçin. yüzünüzü burjuvaziye değil ezilen halklara dönün. [SEP] hz ali çok havalı alevi olsaydım keşke. hz muhammed'in bir fotosu bile yok çok çirkindi herhalde
o kadar fabrika yandı bu sefer sadece 2 taneyi üstlenmişler. biz de inandık... paravan ateşin çocukları yakıyor hbdh de işine geleni üstleniyor işine gelmeyeni üstlenmiyor.,2,,hz ali çok havalı alevi olsaydım keşke. hz muhammed'in bir fotosu bile yok çok çirkindi herhalde [SEP] o kadar fabrika yandı bu sefer sadece 2 taneyi üstlenmişler. biz de inandık... paravan ateşin çocukları yakıyor hbdh de işine geleni üstleniyor işine gelmeyeni üstlenmiyor.
"akp genel başkanı erdoğan malatya'da canlı yayında ""kardeşlerim sünni alevi ayrımı var mı? biz hiçbir zaman böyle bir ayrım yapmadık"" bakalım 2014 cumhurbaşkanlığı seçimi mitinginde ne demiş?",2,,"o kadar fabrika yandı bu sefer sadece 2 taneyi üstlenmişler. biz de inandık... paravan ateşin çocukları yakıyor hbdh de işine geleni üstleniyor işine gelmeyeni üstlenmiyor. [SEP] akp genel başkanı erdoğan malatya'da canlı yayında ""kardeşlerim sünni alevi ayrımı var mı? biz hiçbir zaman böyle bir ayrım yapmadık"" bakalım 2014 cumhurbaşkanlığı seçimi mitinginde ne demiş?"
#ahmetyenilmez sizin şu bulunduğunuz resim yüzyıl öncesinin intikamını almaya gelmiş olanlara verilmiş türkün kürdün lazın çerkezin alevinin sünninin analarının duruşu. ben onun için geldim buraya...,2,,"akp genel başkanı erdoğan malatya'da canlı yayında ""kardeşlerim sünni alevi ayrımı var mı? biz hiçbir zaman böyle bir ayrım yapmadık"" bakalım 2014 cumhurbaşkanlığı seçimi mitinginde ne demiş? [SEP] #ahmetyenilmez sizin şu bulunduğunuz resim yüzyıl öncesinin intikamını almaya gelmiş olanlara verilmiş türkün kürdün lazın çerkezin alevinin sünninin analarının duruşu. ben onun için geldim buraya..."
kardeş türküler bugün güzellerin sah-i gördüm tanıdığım en alevi bireye gelsin... :),2,,#ahmetyenilmez sizin şu bulunduğunuz resim yüzyıl öncesinin intikamını almaya gelmiş olanlara verilmiş türkün kürdün lazın çerkezin alevinin sünninin analarının duruşu. ben onun için geldim buraya... [SEP] kardeş türküler bugün güzellerin sah-i gördüm tanıdığım en alevi bireye gelsin... :)
alevi mi? alevrimi mi? saz çalmakla alevi olunmaz...,2,,kardeş türküler bugün güzellerin sah-i gördüm tanıdığım en alevi bireye gelsin... :) [SEP] alevi mi? alevrimi mi? saz çalmakla alevi olunmaz...
kılıçdaroğlu'nun kendisi alevi siyasi partinin başında neyi eksik? diyen kimdi ?,2,,alevi mi? alevrimi mi? saz çalmakla alevi olunmaz... [SEP] kılıçdaroğlu'nun kendisi alevi siyasi partinin başında neyi eksik? diyen kimdi ?
