tweet,class,CLEAN_TEXT
"Everyone calls me ""b"" they be like oh wassup b &#128524; and I be like wassup my niggah",0,everyone calls b like oh wassup b like wassup niggah
Everyone is talking about LeBron James or The Voice and I'm just here eating cream filling out of Oreos.,2,everyone talking lebron james voice im eating cream filling oreos
Everyone liked evil me. This me is a pussy. Fuck compassion.,1,everyone liked evil pussy fuck compassion
Everyone staring at me like whats this bitch doing here &#128557;&#128557;&#128557;&#128557;&#128557;&#128557;,1,everyone staring like whats bitch
"Everyone tells me the exact same thing but I won't listen, coon",0,everyone tells exact thing wont listen coon
Everyone that says #LetsMakeItAwkward is a queer. #JustMadeItAwkward,1,everyone says queer
"Everyone thinks that I'm not the person on my id. Like look at my moles, I don't understand.. Like I colored my hair what a big difference",2,everyone thinks im person id like look moles dont understand like colored hair big difference
Everyone up north is getting pregnant I'm glad my bitch ass moved down here,1,everyone north getting pregnant im glad bitch ass moved
"Everything don't deserve a reaction. So don't think because you do something that I'm jump..no, bitch I'm focused on money not your sad ass",1,everything dont deserve reaction dont think something im jumpno bitch im focused money sad ass
"Everytime I clean the room my mom tells me ""what bitch is coming over this time"" lmao what a dick !!",1,everytime clean room mom tells bitch coming time lmao dick
Everytime I fuck I gotta hit me at least two bitches,1,everytime fuck gotta hit least two bitches
Everytime I go out I ain't never wit no new bitches #cuzzints http://t.co/bOL1Dby4ol,1,everytime go aint never wit new bitches
"Everywhere you look, all you see is hillbilly deluxe... Big timin in a small town. #smalltownproblems #neversaiditwasabadthing #brooksndunn",2,everywhere look see hillbilly deluxe big timin small town
Ew I hate when ratchet ass hoes post 'stranger danger' ewww bitch,1,ew hate ratchet ass hoes post stranger danger ewww bitch
Ew wtf lol&#8220;@BreesInDaCut: Lmfaooooo RT @ChickenColeman: LMFAOOOOOOOOO bitches goin gay for this? https://t.co/KAqtVVQ6gg&#8221;,1,ew wtf lol lmfaooooo rt lmfaooooooooo bitches goin gay
Ewh bitch you look like an inbred.,1,ewh bitch look like inbred
Ewww bitch #canunot #fuckoff,1,ewww bitch
Except I used to be super tan and now I'm yellow/pale lol...,2,except used super tan im yellowpale lol
Except dat Hazel nigga.. RT @KingHov1313: &#8220;@11wdNICK: I think all dem hoes on LAHHH regular....&#8221;&#128072;I know I can hit all of em too&#128553;,1,except dat hazel nigga rt think dem hoes lahhh regulari know hit em
"Excuse me, here's your nose. I found it in my business hoe.",1,excuse heres nose found business hoe
"Exes swear they can do better, then you see their next bitch ..... &#128514;&#128514;&#128514;&#128553;&#128553;&#128553;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128553;",1,exes swear better see next bitch
Experience Charlie. Married woman who loves hot phone sex with strangers. Can you get me off? - 27 http://t.co/BjymDFo7pF,1,experience charlie married woman loves hot phone sex strangers get
Experience Charlie. Married woman who loves hot phone sex with strangers. Can you get me off? - 27 http://t.co/bpDqqPoGAe,1,experience charlie married woman loves hot phone sex strangers get
Experience Charlie. Married woman who loves hot phone sex with strangers. Can you get me off? - 27 http://t.co/jtsIjBULVC,2,experience charlie married woman loves hot phone sex strangers get
Extra hard for these hoes.,1,extra hard hoes
Eyebrows up and down like Wall Street homes... RT @Apex_Alpha95: RT @Nubie_C: Y'all bitches wilding with pencil &#128533; http://t.co/WxwRBeE0Ok,1,eyebrows like wall street homes rt rt yall bitches wilding pencil
FF has been consistently one of Marvel's worst properties. Ultimate FF was good; but the entire Ultimate universe is now in the trash.,2,ff consistently one marvels worst properties ultimate ff good entire ultimate universe trash
FUCK ARE YOU TALKIN ABOUT?? RT @IGGYAZALEA its like the guy that asks for your number and then says you ugly and a bitch when you say no&#8230;,1,fuck talkin rt like guy asks number says ugly bitch say
"FUCK YOU ""@iHeart_youKeish: We have y'all faggots next @80sbaby4life""",1,fuck yall faggots next
"FUCK YOU, you're a fucking a lowlife piece of trash.",1,fuck youre fucking lowlife piece trash
FUCKING WALK OFF IN THE BRONX!!! @Yankees,1,fucking walk bronx
FWM on twitter @217Emmanuel. Got #strippers #escorts #artists #hustlaz #hittaz #bitches #niggas I'm dat dude.,1,fwm twitter got im dat dude
Face only yo bitch could love http://t.co/OckXAYthAK,1,face yo bitch could love
Facebook is for fags,1,facebook fags
Facebook is for the birds...I'm over it,2,facebook birdsim
Facts can be a bitch sometimes. http://t.co/zZkAgXiVlU,1,facts bitch sometimes
"Faded, swear to god I'm faded.. my bitch educated had her clients pay the payment",1,faded swear god im faded bitch educated clients pay payment
Faggot ass bitch nigga,0,faggot ass bitch nigga
Fairy Tale Hat - free crochet pattern for child and adult at http://t.co/0lRaBLMHB2 http://t.co/99zVbmYVe9,2,fairy tale hat free crochet pattern child adult
Fairy tale world lmao,2,fairy tale world lmao
Fake ass hoes all around,1,fake ass hoes around
Fake ass people. That's why I don't have no respect for em. Frontin ass bitches too,1,fake ass people thats dont respect em frontin ass bitches
Fake niccas ain't far dog they right in ya face!,1,fake niccas aint far dog right face
Fake tits? &#8220;@VelvetHoopD: A hoe??&#8220;@Steph_Badd: Can u guess what I was ? &#8220;@DJZeeti: Twitpic your halloween costumes&#8221; http://t.co/ECs7nlEkKa&#8221;&#8221;,2,fake tits hoe u guess twitpic halloween costumes
Falls in that pussy like quick sand &#128524;,1,falls pussy like quick sand
False start bitches,1,false start bitches
Fam. &#8220;@1800deeznuts: Telling bitches you're sterile so you can hit em raw &gt;&gt;&gt;&gt;&gt;&gt;&#8221;,1,fam telling bitches youre sterile hit em raw gtgtgtgtgtgt
Famous women be the biggest hoes.,1,famous women biggest hoes
Fantasy squad doing so trash :/,2,fantasy squad trash
Fat Trel that niggah &#128076;,1,fat trel niggah
Fat ass hoe holding up the machine,0,fat ass hoe holding machine
"Fat ass inbred rednecks like Paula Deen are breed that are going extinct. I mean look at that woman, I would hate to be her scale.",0,fat ass inbred rednecks like paula deen breed going extinct mean look woman would hate scale
Fat bitch,1,fat bitch
"Fat bitches Twitter names be "" PrincessCookieNeckBackCrack "" lmaoo &#128514;&#128514;&#128514;",1,fat bitches twitter names princesscookieneckbackcrack lmaoo
Fat bitches got the most pictures,1,fat bitches got pictures
Fat bitches need love too I'll fuck em &#128175;&#128175;,1,fat bitches need love ill fuck em
Fat fucking funky nasty ass hoes,0,fat fucking funky nasty ass hoes
"Fat hoes on Twitter calling themselves Barbies, bitch you ain't no damn Barbie you a damn care bear.",1,fat hoes twitter calling barbies bitch aint damn barbie damn care bear
"Faux Noise pundits don't like duck molester, pro-slavery racist, #homophobic #teabagger darling Phil Robertson either http://t.co/5gt6ZVgqXY",0,faux noise pundits dont like duck molester proslavery racist darling phil robertson either
"Faux Noise pundits don't like duck molester, pro-slavery racist, homophobic teabagger darling Phil Robertson either http://t.co/xXEhPHWWwr",0,faux noise pundits dont like duck molester proslavery racist homophobic teabagger darling phil robertson either
Fck dem old hoes..... No double entree...,1,fck dem old hoes double entree
Fear no bitch,1,fear bitch
Fear the queer https://t.co/GsmmKwz7HC,1,fear queer
"Feb 18 was a record setting day for the word faggot, apparently: http://t.co/rO9E1KUokg",1,feb record setting day word faggot apparently
Fed ex some real hoe boys,1,fed ex real hoe boys
Feeeeeling tuna feelliiiing cunt,1,feeeeeling tuna feelliiiing cunt
Feel like a bitch for calling the cops on people but I'd rather this bitch go to jail then someone get hit by a wreck less driver.,1,feel like bitch calling cops people id rather bitch go jail someone get hit wreck less driver
"Feel like i aint did this in a while , let me warm up 
Eat that pussy for a half an hour got her goin nuts",1,feel like aint let warm eat pussy half hour got goin nuts
"Feelin like I can have any bitch I want. 

Feelin like all these hoes in this bitch want me.",1,feelin like bitch want feelin like hoes bitch want
Fell asleep and woke up to some weird ass staring at me. What? Never seen a beaner sleep before?,1,fell asleep woke weird ass staring never seen beaner sleep
"Female Jihadis, European &amp; American: GRAVE Dangers! - Joe For America http://t.co/9hkpdwq7VR via @mattwalshblog",2,female jihadis european amp american grave dangers joe america via
Females act like they never seen a nicca who raise they kids .. The reaction makes me laugh every time,1,females act like never seen nicca raise kids reaction makes laugh every time
Females always tryna make a nigga feel bad about some shit like bitch I'ma smoke this weed and be happy all day,1,females always tryna make nigga feel bad shit like bitch ima smoke weed happy day
Females be damn near naked wondering why niccas jus wanna fuk lol,1,females damn near naked wondering niccas jus wanna fuk lol
"Females never understand that guys dont give af about females that they dont like liking them. Stop trippin, he dont know that hoe",1,females never understand guys dont give af females dont like liking stop trippin dont know hoe
Females so dirty bro real talk you gotta play these bitches now day because if you don't they still gonna do it to you,1,females dirty bro real talk gotta play bitches day dont still gonna
Females talk down on niccas when I can point out a few females who be on that tip!!,1,females talk niccas point females tip
Females use breast cancer awareness month as an excuse to be a hoe on social sites smh knowing damn well they know nothing about that shit.,1,females use breast cancer awareness month excuse hoe social sites smh knowing damn well know nothing shit
Feminist aka a bitch.,0,feminist aka bitch
Fenkell in this bitch,1,fenkell bitch
Ferrari addiction bitch it's a wonderful thing.,1,ferrari addiction bitch wonderful thing
Few Instagram likes a bitch swear dat she on,1,instagram likes bitch swear dat
Fight me RT @rob_b1991: 0 cuz they're trash RT @Markie__Marc: How many 50-cent corn dogs did you order today?,1,fight rt cuz theyre trash rt many cent corn dogs order today
Fight me den hoe,1,fight den hoe
"Fight me you tubby bitch ""@JoseCanseco: I'll fight anyone&#8221;",1,fight tubby bitch ill fight anyone
"Fight night tonight, go Cotto. Smack that pompous cunt down in front of millions. #MayweatherCotto",1,fight night tonight go cotto smack pompous cunt front millions
"Fighting on the Internet is like competing in the special Olympics, even if you win, you're still retarded.",1,fighting internet like competing special olympics even win youre still retarded
Figure all da ofay like to see my family pitcher http://t.co/5WXgKbCM29,2,figure ofay like see family pitcher
"Finally back behind the sticks, visit me bitches #VBar #StMarksPlace #EastVillage #NYC #RichMahogany http://t.co/PiUBUqXb9Y",1,finally back behind sticks visit bitches
Finally done wif mock regents &#128524;,2,finally done wif mock regents
Finally got an updated pic with angel wing colored http://t.co/nWN9qRt5Xd,2,finally got updated pic angel wing colored
Finally got my medicine and crackers!,2,finally got medicine crackers
"Finally running the game and everybody trippin now, but Ion give a fuck I got their bitches drippin now.",1,finally running game everybody trippin ion give fuck got bitches drippin
Find Waldo at Escape bitches ! &#128308;&#9898;&#65039;&#128309;&#127926;&#10024;&#128588; http://t.co/JVI4XrfFod,1,find waldo escape bitches
Find a big butt bitch somewhere and get my nuts kissed &#127911;&#127911;&#128252;&#127925;&#127925;&#127925;,1,find big butt bitch somewhere get nuts kissed
Find her ass and push her down some stairs by accident. Throw some water on the floor. Shit. Kick a bitch.,1,find ass push stairs accident throw water floor shit kick bitch
Finding cheap 240s on Craigslist but they all need a new tranny &#128553;&#128532;,2,finding cheap craigslist need new tranny
Fine I'll settle for an Oreo milkshake,2,fine ill settle oreo milkshake
Fine ass fat bitch... #TwitterLurking,1,fine ass fat bitch
Fine chicks lap dances always trash,2,fine chicks lap dances always trash
Fines hoes only &#128527;&#128076;,1,fines hoes
"Finished Yankeeography and still hate the Arizona D'backs for winning in 2001, Yankees shoulda had that",2,finished yankeeography still hate arizona dbacks winning yankees shoulda
Finna favorite my last tweet so niccas will kno I been knew wassup,1,finna favorite last tweet niccas kno knew wassup
Finna get 86'd cause bitches in coming at me wrong,1,finna get cause bitches coming wrong
"Fire, bitch. http://t.co/69ZrZ3MMNM",1,fire bitch
Fireball has turned from a cool liquor I used to be sponsored by...to a drink for pussy country dudes who hear it in a song.,1,fireball turned cool liquor used sponsored byto drink pussy country dudes hear song
"First ""#tbt"" best and drunkest Yankees game ever #wheresColman #everclear http://t.co/pKnLCylu",2,first best drunkest yankees game ever
First chick to bring me some hash-browns from Waffle House right now will get her pussy ate,1,first chick bring hashbrowns waffle house right get pussy ate
First game first play. DAT can fuck my bitch,1,first game first play dat fuck bitch
First jig of the night,2,first jig night
First key club trash pick up with the freshman! #tbt http://t.co/rpLXlaylOJ,2,first key club trash pick freshman
First of all you my type of bitch,1,first type bitch
"First off , fuck your bitch &amp; the click you claim &#127911;",1,first fuck bitch amp click claim
First the white bitch wanna ask extra questions &amp; shit... &amp; be a lil bitch about everything with her skinny ass!,1,first white bitch wanna ask extra questions amp shit amp lil bitch everything skinny ass
First thing I do when I hit the lotto is buying @moniqueeedavis two fat bitches and watching her eat both in one sitting,0,first thing hit lotto buying two fat bitches watching eat one sitting
"First thing she wit ya, next minute she against ya, like that hoe from the clippers",1,first thing wit next minute like hoe clippers
Fitted Girbuad straps? Them bitches would be raw as hell.,1,fitted girbuad straps bitches would raw hell
Fitzpatrick is trash bruh,2,fitzpatrick trash bruh
Fizz a whole hoe outchea see would of been walking,1,fizz whole hoe outchea see would walking
Flabby bird sounds Turrible. Lol. I'll just stick to watching paint dry...,2,flabby bird sounds turrible lol ill stick watching paint dry
"Flag bitch &#128681;GHAT DAMN... WE NIGHT AS WELL BE PLAYING AGAINST THE FLAG, SHIT!",1,flag bitch ghat damn night well playing flag shit
"Flaming faggots that publicly state how they want everything handed to them... Like fuck you dude, get off your bottom ass and do something",0,flaming faggots publicly state want everything handed like fuck dude get bottom ass something
Flappy bird instead of studying? Sounds great.&#128527; &#128555;#flappybirdisruiningmylife,2,flappy bird instead studying sounds great
Flappy bird is gonna be the death of me,2,flappy bird gonna death
Flappy bird on bull....,2,flappy bird bull
Flappy bird stresses me out,2,flappy bird stresses
Flashin money but ya bitch nails not done..,1,flashin money bitch nails done
Flaw bitches. Flaw bitches everywhere.,1,flaw bitches flaw bitches everywhere
Flights from Liberia should just be rerouted to Ferguson.. 2 birds 1 stone.,2,flights liberia rerouted ferguson birds stone
Flipping back and forth between #Yankees playoff baseball and the Trainwreck Formerly Known as the New York Jets,2,flipping back forth playoff baseball trainwreck formerly known new york jets
Flo is a bad bitch,1,flo bad bitch
Floppy bird chalmers over here taking after his hero LeBron,2,floppy bird chalmers taking hero lebron
Floyd please deliver me from temptation as I oh so wish this bitch would hurry thee fuck up so I can surfboard on my bed.,1,floyd please deliver temptation oh wish bitch would hurry thee fuck surfboard bed
Fluffy is a retard homeboy is calling a baby rattlesnake friend and kissing him! Baby rattlers will kill you man!! &#128563; http://t.co/pWFO8JHaOA,1,fluffy retard homeboy calling baby rattlesnake friend kissing baby rattlers kill man
Fly as a bitch on Aladdin rug,1,fly bitch aladdin rug
Fly nicca no parachute,1,fly nicca parachute
Foles vs 9ers in San Fran or Eli vs redskins in DC,2,foles vs ers san fran eli vs redskins dc
"Foley Abduction Linked to British Jihadi Kidnapping Ring http://t.co/X6SIP3woXb via @joshrogin, @elilake",2,foley abduction linked british jihadi kidnapping ring via
Follow a nicca on IG: im_hollywood_jay,1,follow nicca ig im_hollywood_jay
Follow a nicca on IG: im_yung_jay,1,follow nicca ig im_yung_jay
Follow ah bitch on ig tho 1inkkofrosess,1,follow ah bitch ig tho inkkofrosess
Follow me back bitch.,1,follow back bitch
Follow my nigga cg_bugatti Niggaz hated nd flagged his possibly Fucked ya bitch that's why y'all&#8230; http://t.co/FRf23wlLbv,1,follow nigga cg_bugatti niggaz hated nd flagged possibly fucked bitch thats yall
"Football the only thing I got! no bae I don't got no hoes, they all come and go!! time to just start focusing on something that's real",1,football thing got bae dont got hoes come go time start focusing something thats real
For a faggot ass nigga that crys about people who talk about kicks he certainly makes a lot of fucking shoe comments. That's y'all man smfh,1,faggot ass nigga crys people talk kicks certainly makes lot fucking shoe comments thats yall man smfh
For about the last hour of getting my stomach tattooed I felt like I was going to puke. God damnit #pussy,1,last hour getting stomach tattooed felt like going puke god damnit
For all we know this nigga a rapist. Y'all hoes dumb &#8220;@daniellathepimp: *melts* http://t.co/RRROzn5bdy&#8221;,0,know nigga rapist yall hoes dumb melts
For all you hoes know I could be DJ Zetti,1,hoes know could dj zetti
For all you psychology bitches on your periods.. Do this to chill tf out http://t.co/W2n19vgBv3,1,psychology bitches periods chill tf
For every hoe out there there's some nigga out there tryna save her and make turn her into a good woman...she jus keep ignoring his texts,1,every hoe theres nigga tryna save make turn good womanshe jus keep ignoring texts
For every thirst dog lies a thirsty bitch.,1,every thirst dog lies thirsty bitch
"For guys ?bros over hoes?. For girls ?chicks over dicks?. For me, it?s ?whoever has my back over the fake ass people, any day?",1,guys bros hoes girls chicks dicks whoever back fake ass people day
"For instance...Nikki said BET you won't fight her. I said bet? She said bet. Whipped a quick u-turn, whooped that ass, and went to jail &#128514;",1,instancenikki said bet wont fight said bet said bet whipped quick uturn whooped ass went jail
For some reason I always assume guys who act like that in trucks have tiny dicks HAHA #fag,1,reason always assume guys act like trucks tiny dicks haha
For such bold people confrontation seems to make bitches out of alot of you,1,bold people confrontation seems make bitches alot
"For those wondering why DHS was buying up all the ammo, now you know. Once the Charlie Manson er, @BarackObama race war starts its on #POTUS",2,wondering dhs buying ammo know charlie manson er race war starts
For you bitch niggas out there &#128527; http://t.co/6wI3EPalwo,1,bitch niggas
"Forget ""resting bitch face,"" the next hot new trend will be ""resting drunk face.""",1,forget resting bitch face next hot new trend resting drunk face
Forgiato Fest in Dallas this year fuck yeah bitch,1,forgiato fest dallas year fuck yeah bitch
Forgot how good I am at NHL13. Too bad @ChiefGaming is a pussy and wont buy it. Scared to get fuckin scraped.,1,forgot good nhl bad pussy wont buy scared get fuckin scraped
"Former TOWIE star Charlie King comes out http://t.co/yU3XKXbCyt @YouTube

Inspiring. Congrats @CharlieKing85 and welcome to the family :)",2,former towie star charlie king comes inspiring congrats welcome family
"Forreal forreal, I would let the founder of Capcom fuck my bitch. They made Street Fighter AND Marvel vs Capcom #EternallyGrateful",1,forreal forreal would let founder capcom fuck bitch made street fighter marvel vs capcom
Forte just trucked dude hoe ass lol,1,forte trucked dude hoe ass lol
Foto: imapython: bieg: albino sea turtle i think u mean soul of the ocean http://t.co/vYmiTsNCEn,2,foto imapython bieg albino sea turtle think u mean soul ocean
Foto: mimiblargh: ok pls consider this: kingdom birbs (can u guess who is who and what birds they are???... http://t.co/NWjUmmEWNJ,2,foto mimiblargh ok pls consider kingdom birbs u guess birds
Four ho&#251;rs to back up this iPhone haha... Jokes &#128530;,2,four hors back iphone haha jokes
Frankie is a twat. #BB16,1,frankie twat
Freak hoes,1,freak hoes
Freak hoes got several,1,freak hoes got several
Freaky bitch eat the dick while I'm playing madden,1,freaky bitch eat dick im playing madden
Freaky bitch hi,1,freaky bitch hi
Fredo was a bitch ass nigga. How niggas fire over 20 shots at his pops but he didn't get off 1 cuz he dropped the gun smh,0,fredo bitch ass nigga niggas fire shots pops didnt get cuz dropped gun smh
"Free 5iiive nigga, let all a my dogs out. Moma said no pussy cats inside my dog house! #SB4 #GANG!! http://t.co/E8baXOyPgg",1,free iiive nigga let dogs moma said pussy cats inside dog house
Free Ballout lil bitch &#128520;&#128299;,1,free ballout lil bitch
Free bird.,2,free bird
Free birds. Lol,2,free birds lol
Free bitch . We stay used yo hol yo each other cdfu &#128175;@Here4Timis__,1,free bitch stay used yo hol yo cdfu
Free lee bitch 1&#8419;3&#8419;1&#8419; 4L,1,free lee bitch l
Free lil cj bitch the wait is over ! #december8th,1,free lil cj bitch wait
Free love &amp; sexual liberation SEEMED to be the dawn of lots of consequence free pussy for them 60s negroes. WHY WE ALWAYS FORGETTING HISTORY,1,free love amp sexual liberation seemed dawn lots consequence free pussy negroes always forgetting history
Free my brother turt and gn bitches,1,free brother turt gn bitches
Free my niggah C4,1,free niggah c
"Free patterns - Adorable crochet borders Butterfly, ladybug, flower bumblebee and hat edging, trim, http://t.co/FOtJbqWyEg",2,free patterns adorable crochet borders butterfly ladybug flower bumblebee hat edging trim
Free that hoe &#128175;,1,free hoe
Free that hoe 1x &#128520;,1,free hoe x
Free wop,2,free wop
Freezing my nips off out here...,2,freezing nips
"French word for potato translates as ""earth apple."" Banana is ""long yellow tree apple."" Submarines are ""big wet hollow kaboom apple.""",2,french word potato translates earth apple banana long yellow tree apple submarines big wet hollow kaboom apple
Fresh Japanese model toys her succulant pussy until she&#160;cums http://t.co/epBa8t5AFI,1,fresh japanese model toys succulant pussy shecums
Fresh out the gym but yet I'm bout to eat free birds.,2,fresh gym yet im bout eat free birds
Fresh polo on you bitches,1,fresh polo bitches
Freshman year I remember like it was yesterday. I was lowkey plotting on the baddest bitch. But some clown ass nigguh swooped dat up lol,1,freshman year remember like yesterday lowkey plotting baddest bitch clown ass nigguh swooped dat lol
Friday is gunna be my bitch,1,friday gunna bitch
Friend or foe nicca .. State ya biz,2,friend foe nicca state
Friend zone ass nigguh,1,friend zone ass nigguh
Friendly advice to western reporters in Kobane: don't advertise your location. Jihadis are tracking u &amp; consider u a high-prize target #ISIS,2,friendly advice western reporters kobane dont advertise location jihadis tracking u amp consider u highprize target
Friends become foes girlfriends become hoes.,1,friends become foes girlfriends become hoes
Friends don't let friends become guidos. #themoreyouknow,2,friends dont let friends become guidos
"From Jihadi streams: Rutba, Anbar Province, #Iraq http://t.co/K6j37J2sgL",2,jihadi streams rutba anbar province
"From now on, I will call all radical MUSLIMS niggers!
It is very fitting, and it is racist! 
I AM RACIST AGAINST ANYONE WHO HATES AMERICA!",0,call radical muslims niggers fitting racist racist anyone hates america
From that point should saw how I treated that bitch fucked her now lose my number I ain't answering shit,1,point saw treated bitch fucked lose number aint answering shit
"From the ESPN Yankees game recap: ""the sellout crowd braved 61-degree temperatures."" LOL What??? That's not weather you struggle through.",2,espn yankees game recap sellout crowd braved degree temperatures lol thats weather struggle
"From the archives: @ThatAndyRoss&#8217;s My Favorite #Bond_age_ essay on THUNDERBALL, The Story of a Shy Kid and 007 http://t.co/on5t60rMFb",2,archives favorite essay thunderball story shy kid
Fronting bitches get that I just got off the island dick. Then I never hit them up again because I'm a fronting ass nigga,1,fronting bitches get got island dick never hit im fronting ass nigga
"Frozen peas and 
ibuprofen. My new best friends # cripple",2,frozen peas ibuprofen new best friends cripple
Fruit 2 O? Who tf does WOHS think they are Trynna serv a nigguh dat lame shit,1,fruit tf wohs think trynna serv nigguh dat lame shit
Frustration can be a bitch !,2,frustration bitch
Fuc u say ? &#8220;@AyyyeThatsChubb: All these hoes look good on IG&#8221; http://t.co/PlsFL84cDp,1,fuc u say hoes look good ig
Fucc nicca,1,fucc nicca
Fucc niccas dnt want no smoke,1,fucc niccas dnt want smoke
Fucc u primo aint nobody ask u 2 fav dink lies,1,fucc u primo aint nobody ask u fav dink lies
Fucc yo face card nicca #UMightNotGetIn #BeerandTacOS #WeTheLastOnesLeft #MilkTheCity #RespectTheCulture http://t.co/LFpQ4fHr9F,1,fucc yo face card nicca
Fuccn yo bitch and its wet like a pool&#128166;,1,fuccn yo bitch wet like pool
"Fuccn yo bitch last night she say ""you the nigga!!'",1,fuccn yo bitch last night say nigga
Fuck I'm such a bitch.,1,fuck im bitch
Fuck MLK &#8220;@AntSoo305_: &#8220;@Vonteeeeee: Why does Lexii keep favoriting my coon tweets ?&#8221; MLK didnt die for this&#8221;,0,fuck mlk lexii keep favoriting coon tweets mlk didnt die
"Fuck Staten Island, place is for pussies",1,fuck staten island place pussies
Fuck Ur god until dat faggot strikes me down,0,fuck ur god dat faggot strikes
Fuck Ya feelings ain't no sorries bitch,1,fuck feelings aint sorries bitch
Fuck a bitch flip a brick,1,fuck bitch flip brick
Fuck a hot head pussy I gt a cold heart,1,fuck hot head pussy gt cold heart
Fuck a lame nigga than you a lame bitch,0,fuck lame nigga lame bitch
"Fuck a nigga feelings, fuck a nigga bitch.",1,fuck nigga feelings fuck nigga bitch
Fuck a opp thot we'll shoot a bitch,1,fuck opp thot well shoot bitch
"Fuck all that Some bitches so disrespectful they don't care. They will talk , fuck , ya boyfriend and still speak to the girlfriend.",1,fuck bitches disrespectful dont care talk fuck boyfriend still speak girlfriend
"Fuck all that huggin and kisses, I fuck all they bitches",1,fuck huggin kisses fuck bitches
Fuck all that talking bitch y u got my name in to mouth,1,fuck talking bitch u got name mouth
Fuck all these dirty hoes these bitches basic,1,fuck dirty hoes bitches basic
Fuck all u stupid hoes #idgafmode,1,fuck u stupid hoes
Fuck all y'all hoes &#128567; gang shit &#128175;&#128175;,1,fuck yall hoes gang shit
Fuck all you hoes who keep giving my number to these colleges lmao,1,fuck hoes keep giving number colleges lmao
Fuck around &amp; take them hoes back,1,fuck around amp take hoes back
Fuck around and get your honeybun took in that bitch with all that crying nigga!!,1,fuck around get honeybun took bitch crying nigga
Fuck around and waste my time and I'll fuck that bitch you hate and that one friend you love&#9996;&#65039;,1,fuck around waste time ill fuck bitch hate one friend love
Fuck around wit me n my niggas n we'll turn dis bitch inside out,1,fuck around wit n niggas n well turn dis bitch inside
Fuck ass redskin corners,0,fuck ass redskin corners
Fuck bad bitches,1,fuck bad bitches
Fuck bitches get money,1,fuck bitches get money
Fuck bitches get money ayyyyeeeee,1,fuck bitches get money ayyyyeeeee
Fuck bitches get money mission complete!,1,fuck bitches get money mission complete
Fuck boi fag,0,fuck boi fag
Fuck class gon be a bitch tomorrow,1,fuck class gon bitch tomorrow
Fuck da bulls and your trash ass music nigga &#8220;@FREDOSANTANA300: Fuck da Cavs&#8221;,1,fuck bulls trash ass music nigga fuck cavs
Fuck dat bitch,1,fuck dat bitch
Fuck drama class. This bitch boring as hell,1,fuck drama class bitch boring hell
Fuck fight music bitch this is losing ya life music,1,fuck fight music bitch losing life music
"Fuck fleeto like, id cut you cunts up :/",1,fuck fleeto like id cut cunts
Fuck her pussy &#127797;&#128049; fuck her mouth &#127797;&#128069; fuck her ass &#127797;&#128052; cause she nasty,1,fuck pussy fuck mouth fuck ass cause nasty
Fuck her pussy &#127814;&#128047; Fuck her mouth &#127814;&#128068; Fuck her ass &#127814;&#128169; &#128514;&#128514; cause she nasty,1,fuck pussy fuck mouth fuck ass cause nasty
Fuck her pussy fuck her mouth fuck her ass cause she nasty,0,fuck pussy fuck mouth fuck ass cause nasty
Fuck her right in the pussy.,1,fuck right pussy
Fuck is Yall sayin bitch ma h456d love me &#128076;,1,fuck yall sayin bitch hd love
Fuck is yaw sayin bitch my hood love me&#128677;&#9889;&#127984;,1,fuck yaw sayin bitch hood love
"Fuck it, its 4 am why am I tweeting as if anyone is going to answer me, y'all niggers don't reply at 4 pm. Niggerfag Niggerfag Niggerfag",1,fuck tweeting anyone going answer yall niggers dont reply pm niggerfag niggerfag niggerfag
Fuck ms. Patrick that bitch can't teach for shit,1,fuck ms patrick bitch cant teach shit
Fuck my Ex bitch,1,fuck ex bitch
Fuck niggah add it up..&gt;&gt;&gt;,1,fuck niggah add upgtgtgt
Fuck nigguh Trynna talk it out. Wtf we Finna talk about?,1,fuck nigguh trynna talk wtf finna talk
Fuck off bitch,1,fuck bitch
"Fuck rebuild the tranny, I'm driving it like its been for the last 4 years till it finally goes out &#128514;&#128514;&#128514;",1,fuck rebuild tranny im driving like last years till finally goes
"Fuck that Dancehall shit, thru that #TWERKTAPE on bitch",1,fuck dancehall shit thru bitch
"Fuck that I got a curfew I break that bitch tho idgaf , she could fuss and curse at me when I get home lmfao",1,fuck got curfew break bitch tho idgaf could fuss curse get home lmfao
Fuck that bitch,1,fuck bitch
Fuck that hoe!,1,fuck hoe
Fuck that hoe.,1,fuck hoe
Fuck that hoe??? thats exactly what dese hoes doin. Gettin fucked nd yall niggas the one to blame,0,fuck hoe thats exactly dese hoes doin gettin fucked nd yall niggas one blame
"Fuck that new bitch , that you think you found.",1,fuck new bitch think found
Fuck that nigga's shit up! Olivia's pussy got Fitz going batshit!!!,0,fuck niggas shit olivias pussy got fitz going batshit
Fuck that niggah he so weak he cant tell that you a freak,1,fuck niggah weak cant tell freak
"Fuck that niggah he so weak, he cant tell that you a freak",0,fuck niggah weak cant tell freak
Fuck that shit I'm out this bitch,1,fuck shit im bitch
Fuck that stupid bitch.. &#128530;,1,fuck stupid bitch
"Fuck the church you attend , fuck your god, fuck the nigguh you call the savior . It's a fucking new world order baby",1,fuck church attend fuck god fuck nigguh call savior fucking new world order baby
